date,team1,conference1,team2,conference2,conference_match,sets_1,sets_2,final_score,sets_played,team1_set1,team2_set1,set1_winner,match_winner,comeback_win
2019-09-03,Rice,C-USA,Texas St.,Sun Belt,Non-Conference,3,0,3-0,3,25,13,Rice,Rice,FALSE
2019-09-03,Ball St.,MAC,Purdue,Big Ten,Non-Conference,0,3,3-0,3,12,25,Purdue,Purdue,FALSE
2019-09-03,Hofstra,CAA,Stony Brook,America East,Non-Conference,3,1,3-1,4,23,25,Stony Brook,Hofstra,TRUE
2019-09-03,Chattanooga,SoCon,Tennessee St.,OVC,Non-Conference,1,3,3-1,4,16,25,Tennessee St.,Tennessee St.,FALSE
2019-09-03,Northern Ill.,MAC,Chicago St.,WAC,Non-Conference,1,3,3-1,4,25,19,Northern Ill.,Chicago St.,TRUE
2019-09-03,UNCW,CAA,Campbell,Big South,Non-Conference,3,2,3-2,5,25,18,UNCW,UNCW,FALSE
2019-09-03,Missouri St.,MVC,Oral Roberts,Summit League,Non-Conference,2,3,3-2,5,25,19,Missouri St.,Oral Roberts,TRUE
2019-09-03,Georgia Tech,ACC,Kennesaw St.,ASUN,Non-Conference,1,3,3-1,4,25,23,Georgia Tech,Kennesaw St.,TRUE
2019-09-03,Dayton,Atlantic 10,Miami (OH),MAC,Non-Conference,3,0,3-0,3,25,14,Dayton,Dayton,FALSE
2019-09-03,St. John's (NY),Big East,NJIT,ASUN,Non-Conference,3,0,3-0,3,25,21,St. John's (NY),St. John's (NY),FALSE
2019-09-03,Alabama A&M,SWAC,Belmont,OVC,Non-Conference,0,3,3-0,3,20,25,Belmont,Belmont,FALSE
2019-09-03,South Dakota,Summit League,Iowa St.,Big 12,Non-Conference,0,3,3-0,3,19,25,Iowa St.,Iowa St.,FALSE
2019-09-03,Houston,AAC,McNeese,Southland,Non-Conference,3,1,3-1,4,25,19,Houston,Houston,FALSE
2019-09-03,Kansas,Big 12,Omaha,Summit League,Non-Conference,3,0,3-0,3,25,11,Kansas,Kansas,FALSE
2019-09-03,Northwestern St.,Southland,Jackson St.,SWAC,Non-Conference,3,0,3-0,3,25,15,Northwestern St.,Northwestern St.,FALSE
2019-09-03,Houston Baptist,Southland,Prairie View,SWAC,Non-Conference,3,0,3-0,3,25,17,Houston Baptist,Houston Baptist,FALSE
2019-09-03,Southeastern La.,Southland,Tulane,AAC,Non-Conference,3,2,3-2,5,21,25,Tulane,Southeastern La.,TRUE
2019-09-03,Utah,Pac-12,Utah St.,Mountain West,Non-Conference,3,0,3-0,3,25,22,Utah,Utah,FALSE
2019-09-03,Utah Valley,WAC,Idaho St.,Big Sky,Non-Conference,1,3,3-1,4,21,25,Idaho St.,Idaho St.,FALSE
2019-09-03,Alabama St.,SWAC,UAB,C-USA,Non-Conference,0,3,3-0,3,21,25,UAB,UAB,FALSE
2019-09-03,Sacramento St.,Big Sky,UC Davis,Big West,Non-Conference,1,3,3-1,4,25,20,Sacramento St.,UC Davis,TRUE
2019-09-04,Valparaiso,MVC,Notre Dame,ACC,Non-Conference,0,3,3-0,3,23,25,Notre Dame,Notre Dame,FALSE
2019-09-04,UTRGV,WAC,A&M-Corpus Christi,Southland,Non-Conference,3,2,3-2,5,18,25,A&M-Corpus Christi,UTRGV,TRUE
2019-09-04,Minnesota,Big Ten,Texas,Big 12,Non-Conference,0,3,3-0,3,22,25,Texas,Texas,FALSE
2019-09-04,Stanford,Pac-12,Florida,SEC,Non-Conference,3,0,3-0,3,25,22,Stanford,Stanford,FALSE
2019-09-05,NC State,ACC,VCU,Atlantic 10,Non-Conference,0,3,3-0,3,12,25,VCU,VCU,FALSE
2019-09-05,Bethune-Cookman,MEAC,Texas Southern,SWAC,Non-Conference,3,1,3-1,4,26,28,Texas Southern,Bethune-Cookman,TRUE
2019-09-05,Omaha,Summit League,Central Ark.,Southland,Non-Conference,3,1,3-1,4,17,25,Central Ark.,Omaha,TRUE
2019-09-05,Syracuse,ACC,Baylor,Big 12,Non-Conference,0,3,3-0,3,15,25,Baylor,Baylor,FALSE
2019-09-05,Oklahoma,Big 12,Oregon St.,Pac-12,Non-Conference,3,2,3-2,5,22,25,Oregon St.,Oklahoma,TRUE
2019-09-05,Weber St.,Big Sky,Sam Houston St.,Southland,Non-Conference,3,0,3-0,3,25,21,Weber St.,Weber St.,FALSE
2019-09-05,SFA,Southland,Loyola Chicago,MVC,Non-Conference,3,1,3-1,4,20,25,Loyola Chicago,SFA,TRUE
2019-09-05,Iona,MAAC,UConn,AAC,Non-Conference,0,3,3-0,3,23,25,UConn,UConn,FALSE
2019-09-05,Seattle U,WAC,New Hampshire,America East,Non-Conference,3,1,3-1,4,20,25,New Hampshire,Seattle U,TRUE
2019-09-05,Clemson,ACC,Kansas St.,Big 12,Non-Conference,2,3,3-2,5,25,16,Clemson,Kansas St.,TRUE
2019-09-05,Lipscomb,ASUN,Georgia Tech,ACC,Non-Conference,1,3,3-1,4,18,25,Georgia Tech,Georgia Tech,FALSE
2019-09-05,CSU Bakersfield,WAC,Fresno St.,Mountain West,Non-Conference,3,1,3-1,4,17,25,Fresno St.,CSU Bakersfield,TRUE
2019-09-05,Marquette,Big East,Wisconsin,Big Ten,Non-Conference,3,2,3-2,5,22,25,Wisconsin,Marquette,TRUE
2019-09-05,Cal St. Fullerton,Big West,Chicago St.,WAC,Non-Conference,3,2,3-2,5,20,25,Chicago St.,Cal St. Fullerton,TRUE
2019-09-05,West Virginia,Big 12,Arkansas,SEC,Non-Conference,3,0,3-0,3,25,17,West Virginia,West Virginia,FALSE
2019-09-05,North Texas,C-USA,Cal Poly,Big West,Non-Conference,0,3,3-0,3,15,25,Cal Poly,Cal Poly,FALSE
2019-09-05,SMU,AAC,Oral Roberts,Summit League,Non-Conference,3,2,3-2,5,26,24,SMU,SMU,FALSE
2019-09-05,Saint Mary's (CA),WCC,Southern Utah,Big Sky,Non-Conference,2,3,3-2,5,26,28,Southern Utah,Southern Utah,FALSE
2019-09-05,LIU,NEC,BYU,WCC,Non-Conference,0,3,3-0,3,14,25,BYU,BYU,FALSE
2019-09-05,Georgia,SEC,UCLA,Pac-12,Non-Conference,0,3,3-0,3,26,28,UCLA,UCLA,FALSE
2019-09-05,Wichita St.,AAC,San Jose St.,Mountain West,Non-Conference,1,3,3-1,4,16,25,San Jose St.,San Jose St.,FALSE
2019-09-05,CSUN,Big West,Santa Clara,WCC,Non-Conference,1,3,3-1,4,12,25,Santa Clara,Santa Clara,FALSE
2019-09-05,Texas St.,Sun Belt,Long Beach St.,Big West,Non-Conference,3,2,3-2,5,25,17,Texas St.,Texas St.,FALSE
2019-09-06,Army West Point,Patriot,Hawaii,Big West,Non-Conference,1,3,3-1,4,25,22,Army West Point,Hawaii,TRUE
2019-09-06,Denver,Summit League,Sacramento St.,Big Sky,Non-Conference,3,0,3-0,3,25,16,Denver,Denver,FALSE
2019-09-06,Delaware St.,MEAC,Lafayette,Patriot,Non-Conference,1,3,3-1,4,15,25,Lafayette,Lafayette,FALSE
2019-09-06,UNC Greensboro,SoCon,Southern U.,SWAC,Non-Conference,3,0,3-0,3,25,21,UNC Greensboro,UNC Greensboro,FALSE
2019-09-06,William & Mary,CAA,Akron,MAC,Non-Conference,3,0,3-0,3,25,16,William & Mary,William & Mary,FALSE
2019-09-06,Jacksonville St.,OVC,UAB,C-USA,Non-Conference,1,3,3-1,4,19,25,UAB,UAB,FALSE
2019-09-06,Butler,Big East,Cleveland St.,Horizon,Non-Conference,2,3,3-2,5,25,23,Butler,Cleveland St.,TRUE
2019-09-06,Oregon St.,Pac-12,Indiana,Big Ten,Non-Conference,0,3,3-0,3,15,25,Indiana,Indiana,FALSE
2019-09-06,UNCW,CAA,Appalachian St.,Sun Belt,Non-Conference,3,2,3-2,5,25,20,UNCW,UNCW,FALSE
2019-09-06,George Mason,Atlantic 10,Delaware,CAA,Non-Conference,0,3,3-0,3,17,25,Delaware,Delaware,FALSE
2019-09-06,East Carolina,AAC,North Florida,ASUN,Non-Conference,3,1,3-1,4,25,17,East Carolina,East Carolina,FALSE
2019-09-06,South Carolina St.,MEAC,Coastal Carolina,Sun Belt,Non-Conference,0,3,3-0,3,10,25,Coastal Carolina,Coastal Carolina,FALSE
2019-09-06,Norfolk St.,MEAC,Fordham,Atlantic 10,Non-Conference,0,3,3-0,3,12,25,Fordham,Fordham,FALSE
2019-09-06,Missouri,SEC,Michigan,Big Ten,Non-Conference,3,0,3-0,3,25,12,Missouri,Missouri,FALSE
2019-09-06,Ohio,MAC,Temple,AAC,Non-Conference,2,3,3-2,5,22,25,Temple,Temple,FALSE
2019-09-06,Cincinnati,AAC,Tennessee,SEC,Non-Conference,3,0,3-0,3,25,18,Cincinnati,Cincinnati,FALSE
2019-09-06,Towson,CAA,Rutgers,Big Ten,Non-Conference,1,3,3-1,4,25,14,Towson,Rutgers,TRUE
2019-09-06,South Fla.,AAC,FGCU,ASUN,Non-Conference,0,3,3-0,3,13,25,FGCU,FGCU,FALSE
2019-09-06,Presbyterian,Big South,Morehead St.,OVC,Non-Conference,0,3,3-0,3,25,27,Morehead St.,Morehead St.,FALSE
2019-09-06,Little Rock,Sun Belt,Illinois St.,MVC,Non-Conference,0,3,3-0,3,13,25,Illinois St.,Illinois St.,FALSE
2019-09-06,Navy,Patriot,Alabama,SEC,Non-Conference,0,3,3-0,3,21,25,Alabama,Alabama,FALSE
2019-09-06,Omaha,Summit League,Clemson,ACC,Non-Conference,3,0,3-0,3,25,23,Omaha,Omaha,FALSE
2019-09-06,Montana St.,Big Sky,Western Mich.,MAC,Non-Conference,1,3,3-1,4,25,23,Montana St.,Western Mich.,TRUE
2019-09-06,Gardner-Webb,Big South,Memphis,AAC,Non-Conference,0,3,3-0,3,18,25,Memphis,Memphis,FALSE
2019-09-06,Southeastern La.,Southland,SIUE,OVC,Non-Conference,2,3,3-2,5,16,25,SIUE,SIUE,FALSE
2019-09-06,South Dakota St.,Summit League,La.-Monroe,Sun Belt,Non-Conference,3,2,3-2,5,25,21,South Dakota St.,South Dakota St.,FALSE
2019-09-06,IUPUI,Horizon,Lipscomb,ASUN,Non-Conference,2,3,3-2,5,21,25,Lipscomb,Lipscomb,FALSE
2019-09-06,Northern Ariz.,Big Sky,Seton Hall,Big East,Non-Conference,3,0,3-0,3,25,12,Northern Ariz.,Northern Ariz.,FALSE
2019-09-06,Central Conn. St.,NEC,Boston College,ACC,Non-Conference,1,3,3-1,4,14,25,Boston College,Boston College,FALSE
2019-09-06,Evansville,MVC,Western Ill.,Summit League,Non-Conference,2,3,3-2,5,25,20,Evansville,Western Ill.,TRUE
2019-09-06,Oakland,Horizon,DePaul,Big East,Non-Conference,3,1,3-1,4,25,23,Oakland,Oakland,FALSE
2019-09-06,UIC,Horizon,North Dakota St.,Summit League,Non-Conference,2,3,3-2,5,25,23,UIC,North Dakota St.,TRUE
2019-09-06,Austin Peay,OVC,Northwestern,Big Ten,Non-Conference,1,3,3-1,4,17,25,Northwestern,Northwestern,FALSE
2019-09-06,Middle Tenn.,C-USA,Boise St.,Mountain West,Non-Conference,1,3,3-1,4,15,25,Boise St.,Boise St.,FALSE
2019-09-06,Tulsa,AAC,South Dakota,Summit League,Non-Conference,0,3,3-0,3,18,25,South Dakota,South Dakota,FALSE
2019-09-06,Kentucky,SEC,Creighton,Big East,Non-Conference,1,3,3-1,4,23,25,Creighton,Creighton,FALSE
2019-09-06,Hampton,Big South,Saint Peter's,MAAC,Non-Conference,2,3,3-2,5,25,18,Hampton,Saint Peter's,TRUE
2019-09-06,Yale,Ivy League,Oklahoma,Big 12,Non-Conference,2,3,3-2,5,24,26,Oklahoma,Oklahoma,FALSE
2019-09-06,Canisius,MAAC,St. John's (NY),Big East,Non-Conference,0,3,3-0,3,20,25,St. John's (NY),St. John's (NY),FALSE
2019-09-06,Youngstown St.,Horizon,Niagara,MAAC,Non-Conference,3,1,3-1,4,25,16,Youngstown St.,Youngstown St.,FALSE
2019-09-06,Charlotte,C-USA,Bowling Green,MAC,Non-Conference,0,3,3-0,3,15,25,Bowling Green,Bowling Green,FALSE
2019-09-06,Col. of Charleston,CAA,Northern Colo.,Big Sky,Non-Conference,2,3,3-2,5,15,25,Northern Colo.,Northern Colo.,FALSE
2019-09-06,Coppin St.,MEAC,UTEP,C-USA,Non-Conference,0,3,3-0,3,21,25,UTEP,UTEP,FALSE
2019-09-06,ETSU,SoCon,Charleston So.,Big South,Non-Conference,3,0,3-0,3,25,18,ETSU,ETSU,FALSE
2019-09-06,Southern U.,SWAC,UIW,Southland,Non-Conference,0,3,3-0,3,17,25,UIW,UIW,FALSE
2019-09-06,Utah,Pac-12,UC Davis,Big West,Non-Conference,3,0,3-0,3,25,17,Utah,Utah,FALSE
2019-09-06,Wofford,SoCon,Duke,ACC,Non-Conference,1,3,3-1,4,24,26,Duke,Duke,FALSE
2019-09-06,Columbia,Ivy League,Howard,MEAC,Non-Conference,3,2,3-2,5,25,20,Columbia,Columbia,FALSE
2019-09-06,Eastern Ill.,OVC,Central Mich.,MAC,Non-Conference,0,3,3-0,3,20,25,Central Mich.,Central Mich.,FALSE
2019-09-06,Winthrop,Big South,American,Patriot,Non-Conference,2,3,3-2,5,25,22,Winthrop,American,TRUE
2019-09-06,Indiana St.,MVC,Michigan St.,Big Ten,Non-Conference,0,3,3-0,3,9,25,Michigan St.,Michigan St.,FALSE
2019-09-06,Tennessee Tech,OVC,Louisville,ACC,Non-Conference,0,3,3-0,3,14,25,Louisville,Louisville,FALSE
2019-09-06,Northern Ill.,MAC,Dayton,Atlantic 10,Non-Conference,0,3,3-0,3,19,25,Dayton,Dayton,FALSE
2019-09-06,Rider,MAAC,Toledo,MAC,Non-Conference,1,3,3-1,4,20,25,Toledo,Toledo,FALSE
2019-09-06,Northwestern St.,Southland,Mississippi Val.,SWAC,Non-Conference,3,0,3-0,3,25,7,Northwestern St.,Northwestern St.,FALSE
2019-09-06,Cal St. Fullerton,Big West,Western Caro.,SoCon,Non-Conference,3,0,3-0,3,26,24,Cal St. Fullerton,Cal St. Fullerton,FALSE
2019-09-06,Wake Forest,ACC,Mercer,SoCon,Non-Conference,3,0,3-0,3,25,18,Wake Forest,Wake Forest,FALSE
2019-09-06,Stetson,ASUN,FIU,C-USA,Non-Conference,1,3,3-1,4,25,16,Stetson,FIU,TRUE
2019-09-06,Ball St.,MAC,Grand Canyon,WAC,Non-Conference,3,2,3-2,5,16,25,Grand Canyon,Ball St.,TRUE
2019-09-06,Virginia,ACC,Princeton,Ivy League,Non-Conference,3,1,3-1,4,25,23,Virginia,Virginia,FALSE
2019-09-06,Saint Francis (PA),NEC,UMBC,America East,Non-Conference,0,3,3-0,3,19,25,UMBC,UMBC,FALSE
2019-09-06,UMES,MEAC,Penn,Ivy League,Non-Conference,2,3,3-2,5,26,24,UMES,Penn,TRUE
2019-09-06,Florida A&M,MEAC,Eastern Mich.,MAC,Non-Conference,1,3,3-1,4,15,25,Eastern Mich.,Eastern Mich.,FALSE
2019-09-06,Houston,AAC,UTSA,C-USA,Non-Conference,3,1,3-1,4,19,25,UTSA,Houston,TRUE
2019-09-06,Georgia St.,Sun Belt,Providence,Big East,Non-Conference,3,1,3-1,4,25,23,Georgia St.,Georgia St.,FALSE
2019-09-06,Chattanooga,SoCon,Murray St.,OVC,Non-Conference,1,3,3-1,4,25,21,Chattanooga,Murray St.,TRUE
2019-09-06,Milwaukee,Horizon,Eastern Wash.,Big Sky,Non-Conference,2,3,3-2,5,25,14,Milwaukee,Eastern Wash.,TRUE
2019-09-06,CSUN,Big West,Fresno St.,Mountain West,Non-Conference,0,3,3-0,3,20,25,Fresno St.,Fresno St.,FALSE
2019-09-06,Loyola Maryland,Patriot,Loyola Chicago,MVC,Non-Conference,2,3,3-2,5,25,17,Loyola Maryland,Loyola Chicago,TRUE
2019-09-06,A&M-Corpus Christi,Southland,New Mexico,Mountain West,Non-Conference,3,0,3-0,3,25,18,A&M-Corpus Christi,A&M-Corpus Christi,FALSE
2019-09-06,Delaware St.,MEAC,Manhattan,MAAC,Non-Conference,0,3,3-0,3,10,25,Manhattan,Manhattan,FALSE
2019-09-06,LMU (CA),WCC,Rice,C-USA,Non-Conference,1,3,3-1,4,25,21,LMU (CA),Rice,TRUE
2019-09-06,Prairie View,SWAC,Lamar University,Southland,Non-Conference,0,3,3-0,3,14,25,Lamar University,Lamar University,FALSE
2019-09-06,Fla. Atlantic,C-USA,Colorado St.,Mountain West,Non-Conference,0,3,3-0,3,19,25,Colorado St.,Colorado St.,FALSE
2019-09-06,Washington St.,Pac-12,Utah St.,Mountain West,Non-Conference,3,1,3-1,4,25,8,Washington St.,Washington St.,FALSE
2019-09-06,La Salle,Atlantic 10,Binghamton,America East,Non-Conference,3,0,3-0,3,25,14,La Salle,La Salle,FALSE
2019-09-06,Buffalo,MAC,Wyoming,Mountain West,Non-Conference,0,3,3-0,3,11,25,Wyoming,Wyoming,FALSE
2019-09-06,Alabama A&M,SWAC,Southern Ill.,MVC,Non-Conference,1,3,3-1,4,25,17,Alabama A&M,Southern Ill.,TRUE
2019-09-06,UT Martin,OVC,Ark.-Pine Bluff,SWAC,Non-Conference,3,1,3-1,4,25,12,UT Martin,UT Martin,FALSE
2019-09-06,Jackson St.,SWAC,Southeast Mo. St.,OVC,Non-Conference,0,3,3-0,3,10,25,Southeast Mo. St.,Southeast Mo. St.,FALSE
2019-09-06,Belmont,OVC,Bradley,MVC,Non-Conference,0,3,3-0,3,11,25,Bradley,Bradley,FALSE
2019-09-06,Louisiana Tech,C-USA,Kansas City,WAC,Non-Conference,1,3,3-1,4,29,27,Louisiana Tech,Kansas City,TRUE
2019-09-06,North Dakota,Summit League,Villanova,Big East,Non-Conference,0,3,3-0,3,22,25,Villanova,Villanova,FALSE
2019-09-06,UNLV,Mountain West,UC Irvine,Big West,Non-Conference,1,3,3-1,4,21,25,UC Irvine,UC Irvine,FALSE
2019-09-06,Texas Tech,Big 12,SFA,Southland,Non-Conference,0,3,3-0,3,22,25,SFA,SFA,FALSE
2019-09-06,Siena,MAAC,St. Francis Brooklyn,NEC,Non-Conference,3,0,3-0,3,25,21,Siena,Siena,FALSE
2019-09-06,Portland St.,Big Sky,Utah Valley,WAC,Non-Conference,2,3,3-2,5,25,20,Portland St.,Utah Valley,TRUE
2019-09-06,UC Santa Barbara,Big West,NC State,ACC,Non-Conference,3,1,3-1,4,25,17,UC Santa Barbara,UC Santa Barbara,FALSE
2019-09-06,McNeese,Southland,Louisiana,Sun Belt,Non-Conference,2,3,3-2,5,25,23,McNeese,Louisiana,TRUE
2019-09-06,Tennessee St.,OVC,South Alabama,Sun Belt,Non-Conference,2,3,3-2,5,14,25,South Alabama,South Alabama,FALSE
2019-09-06,North Carolina,ACC,California,Pac-12,Non-Conference,0,3,3-0,3,15,25,California,California,FALSE
2019-09-06,Fordham,Atlantic 10,Rider,MAAC,Non-Conference,3,1,3-1,4,25,18,Fordham,Fordham,FALSE
2019-09-06,Quinnipiac,MAAC,NJIT,ASUN,Non-Conference,3,2,3-2,5,25,16,Quinnipiac,Quinnipiac,FALSE
2019-09-06,Idaho,Big Sky,Portland,WCC,Non-Conference,0,3,3-0,3,14,25,Portland,Portland,FALSE
2019-09-06,Northern Ky.,Horizon,Stony Brook,America East,Non-Conference,3,0,3-0,3,29,27,Northern Ky.,Northern Ky.,FALSE
2019-09-06,Western Caro.,SoCon,Alabama St.,SWAC,Non-Conference,3,0,3-0,3,25,16,Western Caro.,Western Caro.,FALSE
2019-09-06,Santa Clara,WCC,CSU Bakersfield,WAC,Non-Conference,3,0,3-0,3,25,22,Santa Clara,Santa Clara,FALSE
2019-09-06,UC Riverside,Big West,San Francisco,WCC,Non-Conference,2,3,3-2,5,32,30,UC Riverside,San Francisco,TRUE
2019-09-06,Saint Francis (PA),NEC,Delaware,CAA,Non-Conference,0,3,3-0,3,11,25,Delaware,Delaware,FALSE
2019-09-06,Colgate,Patriot,Rhode Island,Atlantic 10,Non-Conference,3,0,3-0,3,25,20,Colgate,Colgate,FALSE
2019-09-06,Purdue Fort Wayne,Summit League,Nevada,Mountain West,Non-Conference,0,3,3-0,3,21,25,Nevada,Nevada,FALSE
2019-09-06,Houston Baptist,Southland,Ole Miss,SEC,Non-Conference,0,3,3-0,3,22,25,Ole Miss,Ole Miss,FALSE
2019-09-06,Mississippi St.,SEC,New Orleans,Southland,Non-Conference,3,1,3-1,4,18,25,New Orleans,Mississippi St.,TRUE
2019-09-06,James Madison,CAA,Kennesaw St.,ASUN,Non-Conference,2,3,3-2,5,25,19,James Madison,Kennesaw St.,TRUE
2019-09-06,N.C. A&T,MEAC,Dartmouth,Ivy League,Non-Conference,0,3,3-0,3,18,25,Dartmouth,Dartmouth,FALSE
2019-09-06,Penn,Ivy League,Lehigh,Patriot,Non-Conference,1,3,3-1,4,15,25,Lehigh,Lehigh,FALSE
2019-09-06,Iona,MAAC,Central Conn. St.,NEC,Non-Conference,0,3,3-0,3,13,25,Central Conn. St.,Central Conn. St.,FALSE
2019-09-06,Wright St.,Horizon,William & Mary,CAA,Non-Conference,3,0,3-0,3,25,20,Wright St.,Wright St.,FALSE
2019-09-06,Mercer,SoCon,East Carolina,AAC,Non-Conference,1,3,3-1,4,25,20,Mercer,East Carolina,TRUE
2019-09-06,UT Martin,OVC,Gardner-Webb,Big South,Non-Conference,3,1,3-1,4,25,11,UT Martin,UT Martin,FALSE
2019-09-06,Temple,AAC,Winthrop,Big South,Non-Conference,3,0,3-0,3,25,18,Temple,Temple,FALSE
2019-09-06,Seattle U,WAC,Brown,Ivy League,Non-Conference,2,3,3-2,5,25,13,Seattle U,Brown,TRUE
2019-09-06,Princeton,Ivy League,Rutgers,Big Ten,Non-Conference,1,3,3-1,4,18,25,Rutgers,Rutgers,FALSE
2019-09-06,Providence,Big East,Presbyterian,Big South,Non-Conference,3,0,3-0,3,25,20,Providence,Providence,FALSE
2019-09-06,Northeastern,CAA,Northern Ariz.,Big Sky,Non-Conference,3,2,3-2,5,25,21,Northeastern,Northeastern,FALSE
2019-09-06,Jacksonville,ASUN,Murray St.,OVC,Non-Conference,2,3,3-2,5,29,27,Jacksonville,Murray St.,TRUE
2019-09-06,Robert Morris,NEC,Idaho St.,Big Sky,Non-Conference,3,0,3-0,3,25,22,Robert Morris,Robert Morris,FALSE
2019-09-06,N.C. Central,MEAC,Campbell,Big South,Non-Conference,0,3,3-0,3,14,25,Campbell,Campbell,FALSE
2019-09-06,Oregon St.,Pac-12,Yale,Ivy League,Non-Conference,3,1,3-1,4,25,22,Oregon St.,Oregon St.,FALSE
2019-09-06,South Carolina St.,MEAC,ETSU,SoCon,Non-Conference,0,3,3-0,3,16,25,ETSU,ETSU,FALSE
2019-09-06,Charlotte,C-USA,Cleveland St.,Horizon,Non-Conference,0,3,3-0,3,23,25,Cleveland St.,Cleveland St.,FALSE
2019-09-06,Columbia,Ivy League,St. John's (NY),Big East,Non-Conference,0,3,3-0,3,13,25,St. John's (NY),St. John's (NY),FALSE
2019-09-06,Wofford,SoCon,Appalachian St.,Sun Belt,Non-Conference,0,3,3-0,3,23,25,Appalachian St.,Appalachian St.,FALSE
2019-09-06,Marshall,C-USA,Georgetown,Big East,Non-Conference,3,2,3-2,5,25,16,Marshall,Marshall,FALSE
2019-09-06,McNeese,Southland,Florida A&M,MEAC,Non-Conference,3,1,3-1,4,17,25,Florida A&M,McNeese,TRUE
2019-09-06,Kansas,Big 12,Albany (NY),America East,Non-Conference,3,0,3-0,3,25,16,Kansas,Kansas,FALSE
2019-09-06,Washington,Pac-12,Illinois,Big Ten,Non-Conference,3,2,3-2,5,25,22,Washington,Washington,FALSE
2019-09-06,Northern Ill.,MAC,Michigan,Big Ten,Non-Conference,0,3,3-0,3,19,25,Michigan,Michigan,FALSE
2019-09-06,Niagara,MAAC,Hartford,America East,Non-Conference,0,3,3-0,3,20,25,Hartford,Hartford,FALSE
2019-09-06,UIC,Horizon,Eastern Ill.,OVC,Non-Conference,3,0,3-0,3,25,22,UIC,UIC,FALSE
2019-09-06,Fla. Atlantic,C-USA,Florida St.,ACC,Non-Conference,2,3,3-2,5,25,23,Fla. Atlantic,Florida St.,TRUE
2019-09-06,FGCU,ASUN,Auburn,SEC,Non-Conference,3,0,3-0,3,25,22,FGCU,FGCU,FALSE
2019-09-06,Howard,MEAC,Canisius,MAAC,Non-Conference,3,0,3-0,3,25,19,Howard,Howard,FALSE
2019-09-06,Maryland,Big Ten,UTRGV,WAC,Non-Conference,2,3,3-2,5,25,17,Maryland,UTRGV,TRUE
2019-09-06,Prairie View,SWAC,La.-Monroe,Sun Belt,Non-Conference,2,3,3-2,5,29,27,Prairie View,La.-Monroe,TRUE
2019-09-06,Saint Louis,Atlantic 10,Milwaukee,Horizon,Non-Conference,1,3,3-1,4,24,26,Milwaukee,Milwaukee,FALSE
2019-09-06,Tennessee,SEC,Miami (OH),MAC,Non-Conference,3,0,3-0,3,25,20,Tennessee,Tennessee,FALSE
2019-09-06,Saint Peter's,MAAC,Bucknell,Patriot,Non-Conference,0,3,3-0,3,16,25,Bucknell,Bucknell,FALSE
2019-09-06,Tulsa,AAC,Louisiana Tech,C-USA,Non-Conference,3,1,3-1,4,27,25,Tulsa,Tulsa,FALSE
2019-09-06,Jackson St.,SWAC,Evansville,MVC,Non-Conference,0,3,3-0,3,18,25,Evansville,Evansville,FALSE
2019-09-06,Green Bay,Horizon,Duquesne,Atlantic 10,Non-Conference,3,2,3-2,5,25,22,Green Bay,Green Bay,FALSE
2019-09-06,Mississippi Val.,SWAC,Tennessee St.,OVC,Non-Conference,0,3,3-0,3,18,25,Tennessee St.,Tennessee St.,FALSE
2019-09-06,DePaul,Big East,Belmont,OVC,Non-Conference,3,1,3-1,4,27,25,DePaul,DePaul,FALSE
2019-09-06,Tennessee Tech,OVC,Arizona St.,Pac-12,Non-Conference,0,3,3-0,3,22,25,Arizona St.,Arizona St.,FALSE
2019-09-06,Morgan St.,MEAC,Fairleigh Dickinson,NEC,Non-Conference,3,0,3-0,3,25,18,Morgan St.,Morgan St.,FALSE
2019-09-06,Southeastern La.,Southland,Alabama A&M,SWAC,Non-Conference,3,0,3-0,3,25,8,Southeastern La.,Southeastern La.,FALSE
2019-09-06,Hofstra,CAA,FIU,C-USA,Non-Conference,0,3,3-0,3,17,25,FIU,FIU,FALSE
2019-09-06,SFA,Southland,Austin Peay,OVC,Non-Conference,3,0,3-0,3,25,19,SFA,SFA,FALSE
2019-09-06,North Dakota,Summit League,Bryant,NEC,Non-Conference,0,3,3-0,3,21,25,Bryant,Bryant,FALSE
2019-09-06,Virginia Tech,ACC,Elon,CAA,Non-Conference,3,1,3-1,4,25,19,Virginia Tech,Virginia Tech,FALSE
2019-09-06,Boise St.,Mountain West,Saint Mary's (CA),WCC,Non-Conference,3,2,3-2,5,21,25,Saint Mary's (CA),Boise St.,TRUE
2019-09-06,Central Ark.,Southland,Clemson,ACC,Non-Conference,0,3,3-0,3,23,25,Clemson,Clemson,FALSE
2019-09-06,Toledo,MAC,Radford,Big South,Non-Conference,3,2,3-2,5,20,25,Radford,Toledo,TRUE
2019-09-06,Alabama,SEC,VCU,Atlantic 10,Non-Conference,2,3,3-2,5,17,25,VCU,VCU,FALSE
2019-09-06,Western Mich.,MAC,Loyola Maryland,Patriot,Non-Conference,3,2,3-2,5,25,18,Western Mich.,Western Mich.,FALSE
2019-09-06,LIU,NEC,Weber St.,Big Sky,Non-Conference,0,3,3-0,3,25,27,Weber St.,Weber St.,FALSE
2019-09-06,Bethune-Cookman,MEAC,Texas Southern,SWAC,Non-Conference,3,2,3-2,5,20,25,Texas Southern,Bethune-Cookman,TRUE
2019-09-06,Eastern Ky.,OVC,UNC Asheville,Big South,Non-Conference,0,3,3-0,3,21,25,UNC Asheville,UNC Asheville,FALSE
