date,team1,conference1,team2,conference2,conference_match,sets_1,sets_2,final_score,sets_played,team1_set1,team2_set1,set1_winner,match_winner,comeback_win
2019-09-27,Charlotte,C-USA,UTSA,C-USA,C-USA,0,3,3-0,3,20,25,UTSA,UTSA,FALSE
2019-09-27,UMES,MEAC,Morgan St.,MEAC,MEAC,2,3,3-2,5,25,21,UMES,Morgan St.,TRUE
2019-09-27,Central Mich.,MAC,Northern Ill.,MAC,MAC,3,1,3-1,4,25,23,Central Mich.,Central Mich.,FALSE
2019-09-27,UTEP,C-USA,Rice,C-USA,C-USA,0,3,3-0,3,20,25,Rice,Rice,FALSE
2019-09-27,North Florida,ASUN,Kennesaw St.,ASUN,ASUN,0,3,3-0,3,21,25,Kennesaw St.,Kennesaw St.,FALSE
2019-09-27,American,Patriot,Colgate,Patriot,Patriot,1,3,3-1,4,20,25,Colgate,Colgate,FALSE
2019-09-27,La.-Monroe,Sun Belt,UT Arlington,Sun Belt,Sun Belt,1,3,3-1,4,29,27,La.-Monroe,UT Arlington,TRUE
2019-09-27,Tennessee,SEC,Ole Miss,SEC,SEC,2,3,3-2,5,25,20,Tennessee,Ole Miss,TRUE
2019-09-27,Arkansas St.,Sun Belt,South Alabama,Sun Belt,Sun Belt,1,3,3-1,4,21,25,South Alabama,South Alabama,FALSE
2019-09-27,Little Rock,Sun Belt,Troy,Sun Belt,Sun Belt,0,3,3-0,3,19,25,Troy,Troy,FALSE
2019-09-27,Boston College,ACC,Clemson,ACC,ACC,3,1,3-1,4,20,25,Clemson,Boston College,TRUE
2019-09-27,Louisiana,Sun Belt,Texas St.,Sun Belt,Sun Belt,1,3,3-1,4,23,25,Texas St.,Texas St.,FALSE
2019-09-27,SMU,AAC,Houston,AAC,AAC,2,3,3-2,5,25,15,SMU,Houston,TRUE
2019-09-27,UAB,C-USA,North Texas,C-USA,C-USA,0,3,3-0,3,21,25,North Texas,North Texas,FALSE
2019-09-27,St. John's (NY),Big East,DePaul,Big East,Big East,3,1,3-1,4,25,20,St. John's (NY),St. John's (NY),FALSE
2019-09-27,Hofstra,CAA,Elon,CAA,CAA,1,3,3-1,4,20,25,Elon,Elon,FALSE
2019-09-27,Wichita St.,AAC,Tulsa,AAC,AAC,2,3,3-2,5,21,25,Tulsa,Tulsa,FALSE
2019-09-27,Purdue,Big Ten,Wisconsin,Big Ten,Big Ten,0,3,3-0,3,22,25,Wisconsin,Wisconsin,FALSE
2019-09-27,Oral Roberts,Summit League,South Dakota,Summit League,Summit League,1,3,3-1,4,21,25,South Dakota,South Dakota,FALSE
2019-09-27,Memphis,AAC,Tulane,AAC,AAC,2,3,3-2,5,12,25,Tulane,Tulane,FALSE
2019-09-27,Villanova,Big East,Creighton,Big East,Big East,0,3,3-0,3,16,25,Creighton,Creighton,FALSE
2019-09-27,North Dakota,Summit League,Omaha,Summit League,Summit League,1,3,3-1,4,26,24,North Dakota,Omaha,TRUE
2019-09-27,Seton Hall,Big East,Marquette,Big East,Big East,0,3,3-0,3,19,25,Marquette,Marquette,FALSE
2019-09-27,Iowa,Big Ten,Northwestern,Big Ten,Big Ten,3,1,3-1,4,25,17,Iowa,Iowa,FALSE
2019-09-27,Alcorn,SWAC,Prairie View,SWAC,SWAC,0,3,3-0,3,11,25,Prairie View,Prairie View,FALSE
2019-09-27,Indiana,Big Ten,Minnesota,Big Ten,Big Ten,0,3,3-0,3,11,25,Minnesota,Minnesota,FALSE
2019-09-27,North Dakota St.,Summit League,South Dakota St.,Summit League,Summit League,1,3,3-1,4,25,17,North Dakota St.,South Dakota St.,TRUE
2019-09-27,Nebraska,Big Ten,Illinois,Big Ten,Big Ten,3,2,3-2,5,25,22,Nebraska,Nebraska,FALSE
2019-09-27,Colorado,Pac-12,Oregon St.,Pac-12,Pac-12,1,3,3-1,4,25,22,Colorado,Oregon St.,TRUE
2019-09-27,Hawaii,Big West,Long Beach St.,Big West,Big West,3,1,3-1,4,25,16,Hawaii,Hawaii,FALSE
2019-09-27,Cal Poly,Big West,Cal St. Fullerton,Big West,Big West,3,0,3-0,3,25,14,Cal Poly,Cal Poly,FALSE
2019-09-27,UC Santa Barbara,Big West,UC Irvine,Big West,Big West,3,0,3-0,3,25,19,UC Santa Barbara,UC Santa Barbara,FALSE
2019-09-27,Pacific,WCC,Saint Mary's (CA),WCC,WCC,3,2,3-2,5,17,25,Saint Mary's (CA),Pacific,TRUE
2019-09-27,Portland St.,Big Sky,Eastern Wash.,Big Sky,Big Sky,3,0,3-0,3,25,19,Portland St.,Portland St.,FALSE
2019-09-28,Central Mich.,MAC,Western Mich.,MAC,MAC,3,0,3-0,3,26,24,Central Mich.,Central Mich.,FALSE
2019-09-28,Charleston So.,Big South,Winthrop,Big South,Big South,1,3,3-1,4,24,26,Winthrop,Winthrop,FALSE
2019-09-28,Kansas St.,Big 12,TCU,Big 12,Big 12,3,1,3-1,4,15,25,TCU,Kansas St.,TRUE
2019-09-28,San Diego St.,Mountain West,Nevada,Mountain West,Mountain West,1,3,3-1,4,22,25,Nevada,Nevada,FALSE
2019-09-28,Grambling,SWAC,Alabama A&M,SWAC,SWAC,0,3,3-0,3,21,25,Alabama A&M,Alabama A&M,FALSE
2019-09-28,Mississippi Val.,SWAC,Ark.-Pine Bluff,SWAC,SWAC,0,3,3-0,3,19,25,Ark.-Pine Bluff,Ark.-Pine Bluff,FALSE
2019-09-28,Houston Baptist,Southland,Northwestern St.,Southland,Southland,1,3,3-1,4,25,17,Houston Baptist,Northwestern St.,TRUE
2019-09-28,Canisius,MAAC,Iona,MAAC,MAAC,3,1,3-1,4,25,18,Canisius,Canisius,FALSE
2019-09-28,Jacksonville,ASUN,Liberty,ASUN,ASUN,0,3,3-0,3,15,25,Liberty,Liberty,FALSE
2019-09-28,Niagara,MAAC,Manhattan,MAAC,MAAC,3,1,3-1,4,25,18,Niagara,Niagara,FALSE
2019-09-28,Oklahoma,Big 12,West Virginia,Big 12,Big 12,3,1,3-1,4,25,8,Oklahoma,Oklahoma,FALSE
2019-09-28,Col. of Charleston,CAA,James Madison,CAA,CAA,0,3,3-0,3,19,25,James Madison,James Madison,FALSE
2019-09-28,Sam Houston St.,Southland,Central Ark.,Southland,Southland,3,2,3-2,5,29,27,Sam Houston St.,Sam Houston St.,FALSE
2019-09-28,Marist,MAAC,Saint Peter's,MAAC,MAAC,3,2,3-2,5,20,25,Saint Peter's,Marist,TRUE
2019-09-28,Austin Peay,OVC,Eastern Ill.,OVC,OVC,3,0,3-0,3,26,24,Austin Peay,Austin Peay,FALSE
2019-09-28,Belmont,OVC,Eastern Ky.,OVC,OVC,0,3,3-0,3,24,26,Eastern Ky.,Eastern Ky.,FALSE
2019-09-28,Texas Southern,SWAC,Alcorn,SWAC,SWAC,3,1,3-1,4,23,25,Alcorn,Texas Southern,TRUE
2019-09-28,Alabama St.,SWAC,Prairie View,SWAC,SWAC,2,3,3-2,5,25,21,Alabama St.,Prairie View,TRUE
2019-09-28,Texas Tech,Big 12,Texas,Big 12,Big 12,0,3,3-0,3,17,25,Texas,Texas,FALSE
2019-09-28,A&M-Corpus Christi,Southland,Abilene Christian,Southland,Southland,1,3,3-1,4,24,26,Abilene Christian,Abilene Christian,FALSE
2019-09-28,Tennessee St.,OVC,Morehead St.,OVC,OVC,0,3,3-0,3,18,25,Morehead St.,Morehead St.,FALSE
2019-09-28,USC Upstate,Big South,UNC Asheville,Big South,Big South,1,3,3-1,4,20,25,UNC Asheville,UNC Asheville,FALSE
2019-09-28,Presbyterian,Big South,Gardner-Webb,Big South,Big South,3,0,3-0,3,25,15,Presbyterian,Presbyterian,FALSE
2019-09-28,Radford,Big South,High Point,Big South,Big South,2,3,3-2,5,33,31,Radford,High Point,TRUE
2019-09-28,Lamar University,Southland,Southeastern La.,Southland,Southland,1,3,3-1,4,18,25,Southeastern La.,Southeastern La.,FALSE
2019-09-28,UIW,Southland,SFA,Southland,Southland,0,3,3-0,3,17,25,SFA,SFA,FALSE
2019-09-28,McNeese,Southland,Nicholls St.,Southland,Southland,2,3,3-2,5,24,26,Nicholls St.,Nicholls St.,FALSE
2019-09-28,Columbia,Ivy League,Cornell,Ivy League,Ivy League,0,3,3-0,3,21,25,Cornell,Cornell,FALSE
2019-09-28,Campbell,Big South,Hampton,Big South,Big South,3,1,3-1,4,25,19,Campbell,Campbell,FALSE
2019-09-28,BYU,WCC,Portland,WCC,WCC,3,0,3-0,3,25,20,BYU,BYU,FALSE
2019-09-28,Southeast Mo. St.,OVC,Tennessee Tech,OVC,OVC,1,3,3-1,4,25,13,Southeast Mo. St.,Tennessee Tech,TRUE
2019-09-28,CSU Bakersfield,WAC,Chicago St.,WAC,WAC,3,1,3-1,4,27,25,CSU Bakersfield,CSU Bakersfield,FALSE
2019-09-28,UTRGV,WAC,Utah Valley,WAC,WAC,2,3,3-2,5,25,21,UTRGV,Utah Valley,TRUE
2019-09-28,Santa Clara,WCC,Pepperdine,WCC,WCC,1,3,3-1,4,20,25,Pepperdine,Pepperdine,FALSE
2019-09-28,Murray St.,OVC,SIUE,OVC,OVC,3,0,3-0,3,25,23,Murray St.,Murray St.,FALSE
2019-09-28,Weber St.,Big Sky,Southern Utah,Big Sky,Big Sky,2,3,3-2,5,17,25,Southern Utah,Southern Utah,FALSE
2019-09-28,Wyoming,Mountain West,New Mexico,Mountain West,Mountain West,3,2,3-2,5,25,17,Wyoming,Wyoming,FALSE
2019-09-28,San Diego,WCC,Gonzaga,WCC,WCC,3,0,3-0,3,25,17,San Diego,San Diego,FALSE
2019-09-28,UT Martin,OVC,Jacksonville St.,OVC,OVC,3,1,3-1,4,25,21,UT Martin,UT Martin,FALSE
2019-09-28,Grambling,SWAC,Alcorn,SWAC,SWAC,3,2,3-2,5,25,18,Grambling,Grambling,FALSE
2019-09-28,Sacramento St.,Big Sky,Idaho,Big Sky,Big Sky,2,3,3-2,5,21,25,Idaho,Idaho,FALSE
2019-09-28,Lehigh,Patriot,Bucknell,Patriot,Patriot,3,1,3-1,4,25,21,Lehigh,Lehigh,FALSE
2019-09-28,Idaho St.,Big Sky,Northern Ariz.,Big Sky,Big Sky,1,3,3-1,4,18,25,Northern Ariz.,Northern Ariz.,FALSE
2019-09-28,Southern U.,SWAC,Jackson St.,SWAC,SWAC,3,1,3-1,4,25,22,Southern U.,Southern U.,FALSE
2019-09-28,Cleveland St.,Horizon,Northern Ky.,Horizon,Horizon,1,3,3-1,4,31,29,Cleveland St.,Northern Ky.,TRUE
2019-09-28,Air Force,Mountain West,Boise St.,Mountain West,Mountain West,1,3,3-1,4,18,25,Boise St.,Boise St.,FALSE
2019-09-28,American,Patriot,Army West Point,Patriot,Patriot,3,1,3-1,4,25,17,American,American,FALSE
2019-09-28,Washington St.,Pac-12,California,Pac-12,Pac-12,2,3,3-2,5,23,25,California,California,FALSE
2019-09-28,San Francisco,WCC,LMU (CA),WCC,WCC,0,3,3-0,3,12,25,LMU (CA),LMU (CA),FALSE
2019-09-28,Siena,MAAC,Rider,MAAC,MAAC,1,3,3-1,4,25,22,Siena,Rider,TRUE
2019-09-28,Navy,Patriot,Holy Cross,Patriot,Patriot,3,0,3-0,3,34,32,Navy,Navy,FALSE
2019-09-28,Youngstown St.,Horizon,Wright St.,Horizon,Horizon,0,3,3-0,3,22,25,Wright St.,Wright St.,FALSE
2019-09-28,New Mexico St.,WAC,Seattle U,WAC,WAC,3,0,3-0,3,25,15,New Mexico St.,New Mexico St.,FALSE
2019-09-28,Oakland,Horizon,IUPUI,Horizon,Horizon,0,3,3-0,3,24,26,IUPUI,IUPUI,FALSE
2019-09-28,Bryant,NEC,St. Francis Brooklyn,NEC,NEC,3,2,3-2,5,25,16,Bryant,Bryant,FALSE
2019-09-28,Fordham,Atlantic 10,Rhode Island,Atlantic 10,Atlantic 10,2,3,3-2,5,25,27,Rhode Island,Rhode Island,FALSE
2019-09-28,Loyola Maryland,Patriot,Colgate,Patriot,Patriot,0,3,3-0,3,17,25,Colgate,Colgate,FALSE
2019-09-28,Sacred Heart,NEC,LIU,NEC,NEC,2,3,3-2,5,25,22,Sacred Heart,LIU,TRUE
2019-09-28,Brown,Ivy League,Yale,Ivy League,Ivy League,0,3,3-0,3,18,25,Yale,Yale,FALSE
2019-09-28,Colorado St.,Mountain West,UNLV,Mountain West,Mountain West,3,1,3-1,4,24,26,UNLV,Colorado St.,TRUE
2019-09-28,Fairleigh Dickinson,NEC,Central Conn. St.,NEC,NEC,0,3,3-0,3,20,25,Central Conn. St.,Central Conn. St.,FALSE
2019-09-28,Bowling Green,MAC,Kent St.,MAC,MAC,3,0,3-0,3,25,21,Bowling Green,Bowling Green,FALSE
2019-09-28,Dartmouth,Ivy League,Harvard,Ivy League,Ivy League,3,2,3-2,5,21,25,Harvard,Dartmouth,TRUE
2019-09-28,Samford,SoCon,The Citadel,SoCon,SoCon,3,1,3-1,4,25,19,Samford,Samford,FALSE
2019-09-28,ETSU,SoCon,UNC Greensboro,SoCon,SoCon,3,0,3-0,3,25,22,ETSU,ETSU,FALSE
2019-09-28,George Mason,Atlantic 10,George Washington,Atlantic 10,Atlantic 10,2,3,3-2,5,25,22,George Mason,George Washington,TRUE
2019-09-28,Fresno St.,Mountain West,San Jose St.,Mountain West,Mountain West,3,0,3-0,3,25,19,Fresno St.,Fresno St.,FALSE
2019-09-28,Milwaukee,Horizon,UIC,Horizon,Horizon,3,0,3-0,3,25,15,Milwaukee,Milwaukee,FALSE
2019-09-28,Miami (OH),MAC,Ohio,MAC,MAC,1,3,3-1,4,22,25,Ohio,Ohio,FALSE
2019-09-28,UNCW,CAA,Delaware,CAA,CAA,2,3,3-2,5,23,25,Delaware,Delaware,FALSE
2019-09-28,Quinnipiac,MAAC,Fairfield,MAAC,MAAC,0,3,3-0,3,17,25,Fairfield,Fairfield,FALSE
2019-09-28,St. John's (NY),Big East,Marquette,Big East,Big East,1,3,3-1,4,25,22,St. John's (NY),Marquette,TRUE
2019-09-28,Indiana St.,MVC,UNI,MVC,MVC,1,3,3-1,4,17,25,UNI,UNI,FALSE
2019-09-28,Southern Ill.,MVC,Illinois St.,MVC,MVC,0,3,3-0,3,17,25,Illinois St.,Illinois St.,FALSE
2019-09-28,Mercer,SoCon,Wofford,SoCon,SoCon,1,3,3-1,4,25,17,Mercer,Wofford,TRUE
2019-09-28,Evansville,MVC,Drake,MVC,MVC,3,1,3-1,4,17,25,Drake,Evansville,TRUE
2019-09-28,Toledo,MAC,Buffalo,MAC,MAC,2,3,3-2,5,25,16,Toledo,Buffalo,TRUE
2019-09-28,Missouri St.,MVC,Bradley,MVC,MVC,1,3,3-1,4,25,27,Bradley,Bradley,FALSE
2019-09-28,Alabama A&M,SWAC,Prairie View,SWAC,SWAC,2,3,3-2,5,20,25,Prairie View,Prairie View,FALSE
2019-09-28,Southern U.,SWAC,Alabama St.,SWAC,SWAC,3,2,3-2,5,25,12,Southern U.,Southern U.,FALSE
2019-09-28,Baylor,Big 12,Kansas,Big 12,Big 12,3,0,3-0,3,25,15,Baylor,Baylor,FALSE
2019-09-28,Ball St.,MAC,Akron,MAC,MAC,2,3,3-2,5,25,21,Ball St.,Akron,TRUE
2019-09-28,Western Caro.,SoCon,Furman,SoCon,SoCon,3,2,3-2,5,19,25,Furman,Western Caro.,TRUE
2019-09-28,Seton Hall,Big East,DePaul,Big East,Big East,1,3,3-1,4,25,16,Seton Hall,DePaul,TRUE
2019-09-28,Eastern Mich.,MAC,Northern Ill.,MAC,MAC,1,3,3-1,4,17,25,Northern Ill.,Northern Ill.,FALSE
2019-09-28,Rutgers,Big Ten,Penn St.,Big Ten,Big Ten,0,3,3-0,3,15,25,Penn St.,Penn St.,FALSE
2019-09-28,Little Rock,Sun Belt,South Alabama,Sun Belt,Sun Belt,1,3,3-1,4,21,25,South Alabama,South Alabama,FALSE
2019-09-28,Louisiana,Sun Belt,UT Arlington,Sun Belt,Sun Belt,3,1,3-1,4,25,19,Louisiana,Louisiana,FALSE
2019-09-28,UC Santa Barbara,Big West,Cal St. Fullerton,Big West,Big West,3,0,3-0,3,25,15,UC Santa Barbara,UC Santa Barbara,FALSE
2019-09-28,Iowa,Big Ten,Illinois,Big Ten,Big Ten,0,3,3-0,3,21,25,Illinois,Illinois,FALSE
2019-09-28,Maryland,Big Ten,Michigan St.,Big Ten,Big Ten,0,3,3-0,3,17,25,Michigan St.,Michigan St.,FALSE
2019-09-28,Jackson St.,SWAC,Ark.-Pine Bluff,SWAC,SWAC,3,2,3-2,5,25,15,Jackson St.,Jackson St.,FALSE
2019-09-28,Texas Southern,SWAC,Mississippi Val.,SWAC,SWAC,3,1,3-1,4,25,15,Texas Southern,Texas Southern,FALSE
2019-09-28,Nebraska,Big Ten,Northwestern,Big Ten,Big Ten,3,0,3-0,3,25,21,Nebraska,Nebraska,FALSE
2019-09-28,Purdue,Big Ten,Minnesota,Big Ten,Big Ten,0,3,3-0,3,19,25,Minnesota,Minnesota,FALSE
2019-09-28,Montana St.,Big Sky,Northern Colo.,Big Sky,Big Sky,0,3,3-0,3,22,25,Northern Colo.,Northern Colo.,FALSE
2019-09-28,Cal Poly,Big West,UC Irvine,Big West,Big West,3,0,3-0,3,25,18,Cal Poly,Cal Poly,FALSE
2019-09-28,Hawaii,Big West,CSUN,Big West,Big West,3,1,3-1,4,25,17,Hawaii,Hawaii,FALSE
2019-09-28,Arizona,Pac-12,Southern California,Pac-12,Pac-12,1,3,3-1,4,21,25,Southern California,Southern California,FALSE
2019-09-29,Auburn,SEC,South Carolina,SEC,SEC,0,3,3-0,3,19,25,South Carolina,South Carolina,FALSE
2019-09-29,UC Riverside,Big West,UC Davis,Big West,Big West,0,3,3-0,3,14,25,UC Davis,UC Davis,FALSE
2019-09-29,Utah,Pac-12,Oregon,Pac-12,Pac-12,2,3,3-2,5,20,25,Oregon,Oregon,FALSE
2019-09-29,Texas Southern,SWAC,Alabama A&M,SWAC,SWAC,0,3,3-0,3,22,25,Alabama A&M,Alabama A&M,FALSE
2019-09-29,Alabama St.,SWAC,Grambling,SWAC,SWAC,3,0,3-0,3,25,18,Alabama St.,Alabama St.,FALSE
2019-09-29,Northeastern,CAA,Elon,CAA,CAA,2,3,3-2,5,25,23,Northeastern,Elon,TRUE
2019-09-29,UConn,AAC,South Fla.,AAC,AAC,3,0,3-0,3,25,17,UConn,UConn,FALSE
2019-09-29,Boston College,ACC,Georgia Tech,ACC,ACC,3,2,3-2,5,31,29,Boston College,Boston College,FALSE
2019-09-29,Georgia St.,Sun Belt,Coastal Carolina,Sun Belt,Sun Belt,1,3,3-1,4,19,25,Coastal Carolina,Coastal Carolina,FALSE
2019-09-29,Ga. Southern,Sun Belt,Appalachian St.,Sun Belt,Sun Belt,1,3,3-1,4,21,25,Appalachian St.,Appalachian St.,FALSE
2019-09-29,Southern Miss.,C-USA,Western Ky.,C-USA,C-USA,0,3,3-0,3,23,25,Western Ky.,Western Ky.,FALSE
2019-09-29,Georgia,SEC,Florida,SEC,SEC,1,3,3-1,4,25,22,Georgia,Florida,TRUE
2019-09-29,North Carolina,ACC,Louisville,ACC,ACC,1,3,3-1,4,25,23,North Carolina,Louisville,TRUE
2019-09-29,Duquesne,Atlantic 10,VCU,Atlantic 10,Atlantic 10,0,3,3-0,3,13,25,VCU,VCU,FALSE
2019-09-29,Norfolk St.,MEAC,Bethune-Cookman,MEAC,MEAC,0,3,3-0,3,20,25,Bethune-Cookman,Bethune-Cookman,FALSE
2019-09-29,North Florida,ASUN,Liberty,ASUN,ASUN,0,3,3-0,3,17,25,Liberty,Liberty,FALSE
2019-09-29,East Carolina,AAC,Tulsa,AAC,AAC,1,3,3-1,4,26,28,Tulsa,Tulsa,FALSE
2019-09-29,Niagara,MAAC,Iona,MAAC,MAAC,3,2,3-2,5,25,18,Niagara,Niagara,FALSE
2019-09-29,Marist,MAAC,Rider,MAAC,MAAC,3,2,3-2,5,20,25,Rider,Marist,TRUE
2019-09-29,Howard,MEAC,Florida A&M,MEAC,MEAC,3,1,3-1,4,22,25,Florida A&M,Howard,TRUE
2019-09-29,Florida St.,ACC,Wake Forest,ACC,ACC,3,0,3-0,3,25,19,Florida St.,Florida St.,FALSE
2019-09-29,UTEP,C-USA,UTSA,C-USA,C-USA,1,3,3-1,4,25,18,UTEP,UTSA,TRUE
2019-09-29,Temple,AAC,UCF,AAC,AAC,0,3,3-0,3,14,25,UCF,UCF,FALSE
2019-09-29,Stetson,ASUN,Kennesaw St.,ASUN,ASUN,0,3,3-0,3,24,26,Kennesaw St.,Kennesaw St.,FALSE
2019-09-29,Towson,CAA,James Madison,CAA,CAA,3,1,3-1,4,25,19,Towson,Towson,FALSE
2019-09-29,Miami (FL),ACC,Duke,ACC,ACC,3,1,3-1,4,25,21,Miami (FL),Miami (FL),FALSE
2019-09-29,Delaware St.,MEAC,Morgan St.,MEAC,MEAC,3,2,3-2,5,20,25,Morgan St.,Delaware St.,TRUE
2019-09-29,Canisius,MAAC,Manhattan,MAAC,MAAC,3,0,3-0,3,25,20,Canisius,Canisius,FALSE
2019-09-29,Siena,MAAC,Saint Peter's,MAAC,MAAC,3,1,3-1,4,25,23,Siena,Siena,FALSE
2019-09-29,La.-Monroe,Sun Belt,Texas St.,Sun Belt,Sun Belt,0,3,3-0,3,13,25,Texas St.,Texas St.,FALSE
2019-09-29,Villanova,Big East,Providence,Big East,Big East,3,1,3-1,4,25,23,Villanova,Villanova,FALSE
2019-09-29,Hofstra,CAA,William & Mary,CAA,CAA,3,0,3-0,3,25,13,Hofstra,Hofstra,FALSE
2019-09-29,FIU,C-USA,Marshall,C-USA,C-USA,1,3,3-1,4,27,25,FIU,Marshall,TRUE
2019-09-29,South Carolina St.,MEAC,N.C. Central,MEAC,MEAC,0,3,3-0,3,18,25,N.C. Central,N.C. Central,FALSE
2019-09-29,La Salle,Atlantic 10,Davidson,Atlantic 10,Atlantic 10,3,0,3-0,3,25,23,La Salle,La Salle,FALSE
2019-09-29,Syracuse,ACC,Clemson,ACC,ACC,3,2,3-2,5,25,20,Syracuse,Syracuse,FALSE
2019-09-29,NC State,ACC,Notre Dame,ACC,ACC,0,3,3-0,3,22,25,Notre Dame,Notre Dame,FALSE
2019-09-29,Ohio St.,Big Ten,Michigan,Big Ten,Big Ten,0,3,3-0,3,14,25,Michigan,Michigan,FALSE
2019-09-29,Mississippi Val.,SWAC,Southern U.,SWAC,SWAC,3,1,3-1,4,25,10,Mississippi Val.,Mississippi Val.,FALSE
2019-09-29,Ark.-Pine Bluff,SWAC,Alcorn,SWAC,SWAC,1,3,3-1,4,25,23,Ark.-Pine Bluff,Alcorn,TRUE
2019-09-29,Indiana,Big Ten,Wisconsin,Big Ten,Big Ten,1,3,3-1,4,20,25,Wisconsin,Wisconsin,FALSE
2019-09-29,SMU,AAC,Tulane,AAC,AAC,2,3,3-2,5,25,19,SMU,Tulane,TRUE
2019-09-29,Western Ill.,Summit League,South Dakota St.,Summit League,Summit League,3,2,3-2,5,19,25,South Dakota St.,Western Ill.,TRUE
2019-09-29,Memphis,AAC,Houston,AAC,AAC,2,3,3-2,5,25,15,Memphis,Houston,TRUE
2019-09-29,Charlotte,C-USA,Middle Tenn.,C-USA,C-USA,3,1,3-1,4,25,21,Charlotte,Charlotte,FALSE
2019-09-29,Rice,C-USA,North Texas,C-USA,C-USA,3,0,3-0,3,28,26,Rice,Rice,FALSE
2019-09-29,North Dakota St.,Summit League,Omaha,Summit League,Summit League,1,3,3-1,4,25,23,North Dakota St.,Omaha,TRUE
2019-09-29,Cincinnati,AAC,Wichita St.,AAC,AAC,3,0,3-0,3,25,17,Cincinnati,Cincinnati,FALSE
2019-09-29,Georgetown,Big East,Creighton,Big East,Big East,1,3,3-1,4,14,25,Creighton,Creighton,FALSE
2019-09-29,Lipscomb,ASUN,FGCU,ASUN,ASUN,0,3,3-0,3,15,25,FGCU,FGCU,FALSE
2019-09-29,LSU,SEC,Mississippi St.,SEC,SEC,3,0,3-0,3,25,20,LSU,LSU,FALSE
2019-09-29,North Dakota,Summit League,South Dakota,Summit League,Summit League,0,3,3-0,3,23,25,South Dakota,South Dakota,FALSE
2019-09-29,UAB,C-USA,Louisiana Tech,C-USA,C-USA,1,3,3-1,4,22,25,Louisiana Tech,Louisiana Tech,FALSE
2019-09-29,Kentucky,SEC,Missouri,SEC,SEC,3,0,3-0,3,29,27,Kentucky,Kentucky,FALSE
2019-09-29,Arkansas,SEC,Alabama,SEC,SEC,2,3,3-2,5,25,20,Arkansas,Alabama,TRUE
2019-09-29,Arizona St.,Pac-12,UCLA,Pac-12,Pac-12,0,3,3-0,3,13,25,UCLA,UCLA,FALSE
2019-09-29,UMES,MEAC,Coppin St.,MEAC,MEAC,1,3,3-1,4,15,25,Coppin St.,Coppin St.,FALSE
2019-09-29,Milwaukee,Horizon,Green Bay,Horizon,Horizon,3,0,3-0,3,25,13,Milwaukee,Milwaukee,FALSE
2019-09-29,Texas A&M,SEC,Tennessee,SEC,SEC,2,3,3-2,5,24,26,Tennessee,Tennessee,FALSE
2019-09-29,Denver,Summit League,Oral Roberts,Summit League,Summit League,3,0,3-0,3,25,14,Denver,Denver,FALSE
2019-09-29,Jackson St.,SWAC,Prairie View,SWAC,SWAC,3,0,3-0,3,25,20,Jackson St.,Jackson St.,FALSE
2019-09-29,Virginia Tech,ACC,Pittsburgh,ACC,ACC,0,3,3-0,3,14,25,Pittsburgh,Pittsburgh,FALSE
2019-09-29,Lafayette,Patriot,Bucknell,Patriot,Patriot,1,3,3-1,4,17,25,Bucknell,Bucknell,FALSE
2019-09-29,Washington,Pac-12,Stanford,Pac-12,Pac-12,3,1,3-1,4,25,17,Washington,Washington,FALSE
2019-09-30,Illinois St.,MVC,Evansville,MVC,MVC,2,3,3-2,5,25,13,Illinois St.,Evansville,TRUE
2019-09-30,Bradley,MVC,Indiana St.,MVC,MVC,3,1,3-1,4,25,15,Bradley,Bradley,FALSE
2019-09-30,Col. of Charleston,CAA,Delaware,CAA,CAA,0,3,3-0,3,29,31,Delaware,Delaware,FALSE
2019-09-30,Drake,MVC,Loyola Chicago,MVC,MVC,1,3,3-1,4,25,27,Loyola Chicago,Loyola Chicago,FALSE
2019-09-30,UNI,MVC,Valparaiso,MVC,MVC,3,0,3-0,3,25,21,UNI,UNI,FALSE
2019-09-30,Stony Brook,America East,Columbia,Ivy League,Non-Conference,3,1,3-1,4,25,17,Stony Brook,Stony Brook,FALSE
2019-09-30,Grand Canyon,WAC,Kansas City,WAC,WAC,3,1,3-1,4,25,21,Grand Canyon,Grand Canyon,FALSE
2019-10-01,N.C. Central,MEAC,N.C. A&T,MEAC,MEAC,2,3,3-2,5,29,27,N.C. Central,N.C. A&T,TRUE
2019-10-01,Jacksonville,ASUN,Bethune-Cookman,MEAC,Non-Conference,3,0,3-0,3,25,16,Jacksonville,Jacksonville,FALSE
2019-10-01,Coppin St.,MEAC,UMBC,America East,Non-Conference,3,2,3-2,5,20,25,UMBC,Coppin St.,TRUE
2019-10-01,Louisiana Tech,C-USA,La.-Monroe,Sun Belt,Non-Conference,3,0,3-0,3,26,24,Louisiana Tech,Louisiana Tech,FALSE
2019-10-01,Belmont,OVC,Tennessee St.,OVC,OVC,2,3,3-2,5,15,25,Tennessee St.,Tennessee St.,FALSE
2019-10-01,Fairleigh Dickinson,NEC,Manhattan,MAAC,Non-Conference,3,0,3-0,3,25,21,Fairleigh Dickinson,Fairleigh Dickinson,FALSE
2019-10-01,Marist,MAAC,Army West Point,Patriot,Non-Conference,0,3,3-0,3,18,25,Army West Point,Army West Point,FALSE
2019-10-01,Southeastern La.,Southland,Nicholls St.,Southland,Southland,3,2,3-2,5,25,19,Southeastern La.,Southeastern La.,FALSE
